Open Time,Open,High,Low,Close,Volume,Close Time,rsi,stoch_rsi_smooth,wma,sma
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.69e-06,803170196,1680000000000.0,50.0,0.0,,8.69e-06
1680000000000.0,8.7e-06,8.7e-06,8.69e-06,8.7e-06,238595004,1680000000000.0,60.0,33.33333333333334,,8.691999999999999e-06
1680000000000.0,8.7e-06,8.7e-06,8.69e-06,8.7e-06,47083996,1680000000000.0,60.0,66.66666666666667,,8.693999999999998e-06
1680000000000.0,8.7e-06,8.7e-06,8.69e-06,8.69e-06,119676185,1680000000000.0,50.0,66.66666666666667,,8.693999999999998e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.7e-06,123206106,1680000000000.0,50.0,33.33333333333334,,8.696e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.7e-06,64147253,1680000000000.0,50.0,0.0,,8.698e-06
1680000000000.0,8.7e-06,8.7e-06,8.69e-06,8.69e-06,41163827,1680000000000.0,50.0,0.0,,8.696e-06
1680000000000.0,8.69e-06,8.69e-06,8.69e-06,8.69e-06,306350953,1680000000000.0,50.0,0.0,,8.694e-06
1680000000000.0,8.69e-06,8.7e-06,8.69e-06,8.69e-06,259901555,1680000000000.0,50.0,0.0,,8.694e-06
1680000000000.0,8.7e-06,8.71e-06,8.7e-06,8.7e-06,1877104812,1680000000000.0,50.0,,,8.694e-06
1680000000000.0,8.7e-06,8.71e-06,8.7e-06,8.71e-06,61102466,1680000000000.0,66.66666666666666,100.0,,8.696e-06
1680000000000.0,8.71e-06,8.72e-06,8.71e-06,8.72e-06,2133806608,1680000000000.0,71.42857142857143,100.0,8.687782567049807e-06,8.701999999999999e-06
1680000000000.0,8.71e-06,8.72e-06,8.71e-06,8.71e-06,270033704,1680000000000.0,62.50000000000001,86.11111111111113,8.68801724137931e-06,8.706e-06
1680000000000.0,8.71e-06,8.72e-06,8.71e-06,8.72e-06,79877821,1680000000000.0,66.66666666666666,78.70370370370371,8.6883908045977e-06,8.711999999999999e-06
1680000000000.0,8.71e-06,8.72e-06,8.71e-06,8.72e-06,144719947,1680000000000.0,66.66666666666666,60.925925925925874,8.688765325670494e-06,8.716e-06
